company_key,source_row,group_name,company_name,normalized_name,entity_type,region,priority_raw,priority,difficulty,education_barrier,recommended_directions,action_status,source_urls,url_count,url_notes,enabled
f50aa6767f83,18,中国国家铁路集团/济南局,中国铁路济南局集团有限公司青岛供电段,中国铁路济南局集团有限公司青岛供电段,供电段/分支机构,青岛,P2 可投/跟踪,P2,A 较难,中卡：本科起，硕士加分,供电保障、设备运维、安全管理、综合管理,可投/跟踪｜价值:B,"https://www.nra.gov.cn/xxgk/gkml/jgfl/rss/202512/P020251226531120871472.pdf
https://rczp.china-railway.com.cn/",2,官网优先；需在投递或启用监控前复核入口有效性,false
09243acb6836,19,中国国家铁路集团/济南局,中国铁路济南局集团有限公司青岛车务段,中国铁路济南局集团有限公司青岛车务段,车务段/分支机构,市南区,P2 可投/跟踪,P2,A 较难,中卡：本科起，专业/经历匹配,铁路车务、物流、调度、综合管理,可投/跟踪｜价值:A,"https://rczp.china-railway.com.cn/
https://m.qcc.com/firm/108ea7042fe52ce549d0a5d911fe12de.html",2,官网优先；需在投递或启用监控前复核入口有效性,false
528ae89a9a38,20,中国国家铁路集团/济南局,济南通信段青岛相关岗位/工区,济南通信段青岛相关岗位工区,通信段青岛业务线索,青岛待核,P2 可投/跟踪,P2,A 较难,中卡：本科起，硕士加分,铁路通信、网络运维、信息化、安全通信,可投/跟踪｜价值:B,"https://rczp.china-railway.com.cn/
https://railway.fandom.com/zh/wiki/%E6%B5%8E%E5%8D%97%E9%93%81%E8%B7%AF%E5%B1%80",2,官网优先；需在投递或启用监控前复核入口有效性,false
bc540619167d,21,中国国家铁路集团/济南局,青岛动车运用所,青岛动车运用所,动车运用所/非独立主体,青岛,P2 可投/跟踪,P2,A 较难,中卡：本科起，硕士加分,动车运用、设备运维、生产管理,可投/跟踪｜价值:C,"https://rczp.china-railway.com.cn/
https://railway.fandom.com/zh/wiki/%E6%B5%8E%E5%8D%97%E9%93%81%E8%B7%AF%E5%B1%80",2,官网优先；需在投递或启用监控前复核入口有效性,false
9054c6eb2b3c,22,中国国家铁路集团/济南局,中国铁路济南局集团有限公司青岛客运段,中国铁路济南局集团有限公司青岛客运段,客运段/分支机构,青岛,P3 低优先,P3,A 较难,中卡：本科起，专业/经历匹配,客运服务、运营管理、综合管理,低频查看｜价值:B,"https://imgbdb4.bendibao.com/wfbdb/job/202511/17/20251117104103_23046.pdf
https://railway.fandom.com/zh/wiki/%E6%B5%8E%E5%8D%97%E9%93%81%E8%B7%AF%E5%B1%80",2,官网优先；需在投递或启用监控前复核入口有效性,false
ea31d572b4a5,23,中国国家铁路集团/济南局,中国铁路济南局集团有限公司青岛工务段,中国铁路济南局集团有限公司青岛工务段,工务段/分支机构,青岛,P3 低优先,P3,A 较难,中卡：本科起，硕士加分,线路维护、工程管理、安全管理、综合管理,低频查看｜价值:B,"https://rczp.china-railway.com.cn/
https://railway.fandom.com/zh/wiki/%E6%B5%8E%E5%8D%97%E9%93%81%E8%B7%AF%E5%B1%80",2,官网优先；需在投递或启用监控前复核入口有效性,false
51192b8b8042,24,中国国家铁路集团/济南局,中国铁路济南局集团有限公司青岛房产建筑生活段,中国铁路济南局集团有限公司青岛房产建筑生活段,房建生活段/分支机构,青岛,P3 低优先,P3,A 较难,中卡：本科起，专业/经历匹配,房建管理、后勤保障、综合管理,低频查看｜价值:C,"https://rczp.china-railway.com.cn/
https://railway.fandom.com/zh/wiki/%E6%B5%8E%E5%8D%97%E9%93%81%E8%B7%AF%E5%B1%80",2,官网优先；需在投递或启用监控前复核入口有效性,false
d776ba193785,25,中国国家铁路集团/济南局,中国铁路济南局集团有限公司青岛西车务段,中国铁路济南局集团有限公司青岛西车务段,车务段/分支机构,西海岸/胶州等待核,P3 低优先,P3,A 较难,中卡：本科起，专业/经历匹配,铁路车务、运输组织、综合管理,低频查看｜价值:B,"https://rczp.china-railway.com.cn/
https://railway.fandom.com/zh/wiki/%E6%B5%8E%E5%8D%97%E9%93%81%E8%B7%AF%E5%B1%80",2,官网优先；需在投递或启用监控前复核入口有效性,false
0064cf56a23f,26,中国国新,国新健康保障服务集团股份有限公司,国新健康保障服务集团股份有限公司,医疗数据/上市公司,西海岸新区,P0 必看,P0,A 较难,中卡：本科起，硕士加分,医疗数据、平台运营、信息化、安全合规,优先投递｜投递前核股权｜价值:S,https://www.crhc.cn/,1,官网优先；需在投递或启用监控前复核入口有效性,true
075ca0025c00,27,中国烟草/山东烟草/山东中烟,山东中烟工业有限责任公司青岛卷烟厂,山东中烟工业有限责任公司青岛卷烟厂,直属非法人卷烟厂,崂山区,P0 必看,P0,S 极难,强卡：硕士/双一流倾向,生产操作、信息化、设备运维、安全管理、综合管理,优先投递｜价值:S,"https://yancao.henau.edu.cn/a/zhaoshengjiuye/jiuyexinxi/2026/0306/5485.html
https://www.gaoxiaojob.com/announcement/detail/382751.html",2,官网优先；需在投递或启用监控前复核入口有效性,true
0ae40428890f,28,中国烟草/山东烟草/山东中烟,青岛市烟草专卖局（有限公司）/山东青岛烟草有限公司,青岛市烟草专卖局有限公司山东青岛烟草有限公司,市级烟草公司/专卖局公司合署,青岛,P0 必看,P0,S 极难,强卡：硕士/双一流倾向,综合管理、稽查、客户经理、信息化、财务法务,优先投递｜价值:S,"https://jn.bendibao.com/job/202618/83722.shtm
https://minsheng.qingdaonews.com/content/2016-01/12/content_11440997.htm",2,官网优先；需在投递或启用监控前复核入口有效性,true
5e4e8459d5a7,29,中国烟草/山东烟草/山东中烟,青岛颐中科技有限公司,青岛颐中科技有限公司,科技公司/新型烟草装备线索,青岛,P1 优先,P1,S 极难,强卡：硕士/双一流倾向,装备研发、检测仪器、信息化、项目管理,重点跟踪｜投递前核股权｜价值:A,"https://www.xinpianbang.com/branding_275.html
https://www.gaoxiaojob.com/announcement/detail/382751.html",2,官网优先；需在投递或启用监控前复核入口有效性,true
98afeaa6095b,30,中国烟草/山东烟草/山东中烟,颐中集团有限公司,颐中集团有限公司,山东中烟全资子公司线索,青岛待核,P1 优先,P1,S 极难,强卡：硕士/双一流倾向,多元化经营、综合管理、设备/信息化,重点跟踪｜投递前核股权｜价值:A,"https://yancao.henau.edu.cn/a/zhaoshengjiuye/jiuyexinxi/2026/0306/5485.html
https://www.gaoxiaojob.com/announcement/detail/382751.html",2,官网优先；需在投递或启用监控前复核入口有效性,true
af2c64111044,31,中国烟草/山东烟草/山东中烟,颐中（青岛）烟草机械有限公司,颐中青岛烟草机械有限公司,烟草机械公司,青岛,P1 优先,P1,S 极难,强卡：硕士/双一流倾向,装备制造、自动化、设备运维、质量管理,重点跟踪｜投递前核股权｜价值:A,"https://www.etmoc.com/userfirm/Supplier?Id=443
https://www.gaoxiaojob.com/announcement/detail/382751.html",2,官网优先；需在投递或启用监控前复核入口有效性,true
621b8b456eb3,32,中国烟草/山东烟草/山东中烟,青岛市烟草专卖局即墨区局（营销部/分公司）,青岛市烟草专卖局即墨区局营销部分公司,区县局/营销部线索,即墨区,P3 低优先,P3,S 极难,强卡：硕士/双一流倾向,稽查、客户经理、综合管理,低频查看｜价值:B,"https://jn.bendibao.com/job/202618/83722.shtm
https://minsheng.qingdaonews.com/content/2016-01/12/content_11440997.htm",2,官网优先；需在投递或启用监控前复核入口有效性,false
ba7d8afed167,33,中国烟草/山东烟草/山东中烟,青岛市烟草专卖局城阳区局（营销部/分公司）,青岛市烟草专卖局城阳区局营销部分公司,区县局/营销部线索,城阳区,P3 低优先,P3,S 极难,强卡：硕士/双一流倾向,稽查、客户经理、综合管理,低频查看｜价值:B,"https://www.gaoxiaojob.com/hotword/cvta809721
https://minsheng.qingdaonews.com/content/2016-01/12/content_11440997.htm",2,官网优先；需在投递或启用监控前复核入口有效性,false
2e3cb4a4df85,34,中国烟草/山东烟草/山东中烟,青岛市烟草专卖局崂山区局（营销部/分公司）,青岛市烟草专卖局崂山区局营销部分公司,区县局/营销部线索,崂山区,P3 低优先,P3,S 极难,强卡：硕士/双一流倾向,稽查、客户经理、综合管理,低频查看｜价值:B,"https://jn.bendibao.com/job/202618/83722.shtm
https://minsheng.qingdaonews.com/content/2016-01/12/content_11440997.htm",2,官网优先；需在投递或启用监控前复核入口有效性,false
3bb2f7d6f9ae,35,中国烟草/山东烟草/山东中烟,青岛市烟草专卖局市北区局（营销部/分公司）,青岛市烟草专卖局市北区局营销部分公司,区县局/营销部线索,市北区,P3 低优先,P3,S 极难,强卡：硕士/双一流倾向,稽查、客户经理、综合管理,低频查看｜价值:B,"https://jn.bendibao.com/job/202618/83722.shtm
https://minsheng.qingdaonews.com/content/2016-01/12/content_11440997.htm",2,官网优先；需在投递或启用监控前复核入口有效性,false
3cc682f821e5,36,中国烟草/山东烟草/山东中烟,青岛市烟草专卖局市南区局（营销部/分公司）,青岛市烟草专卖局市南区局营销部分公司,区县局/营销部线索,市南区,P3 低优先,P3,S 极难,强卡：硕士/双一流倾向,稽查、客户经理、综合管理,低频查看｜价值:B,"https://jn.bendibao.com/job/202618/83722.shtm
https://minsheng.qingdaonews.com/content/2016-01/12/content_11440997.htm",2,官网优先；需在投递或启用监控前复核入口有效性,false
4f05ca8a3618,37,中国烟草/山东烟草/山东中烟,青岛市烟草专卖局平度市局（营销部/分公司）,青岛市烟草专卖局平度市局营销部分公司,区县局/营销部线索,平度市,P3 低优先,P3,S 极难,强卡：硕士/双一流倾向,稽查、客户经理、综合管理,低频查看｜价值:B,"https://jn.bendibao.com/job/202618/83722.shtm
https://minsheng.qingdaonews.com/content/2016-01/12/content_11440997.htm",2,官网优先；需在投递或启用监控前复核入口有效性,false
82a82236c025,38,中国烟草/山东烟草/山东中烟,青岛市烟草专卖局李沧区局（营销部/分公司）,青岛市烟草专卖局李沧区局营销部分公司,区县局/营销部线索,李沧区,P3 低优先,P3,S 极难,强卡：硕士/双一流倾向,稽查、客户经理、综合管理,低频查看｜价值:B,"https://jn.bendibao.com/job/202618/83722.shtm
https://minsheng.qingdaonews.com/content/2016-01/12/content_11440997.htm",2,官网优先；需在投递或启用监控前复核入口有效性,false
5447fd254afc,39,中国烟草/山东烟草/山东中烟,青岛市烟草专卖局胶州市局（营销部/分公司）,青岛市烟草专卖局胶州市局营销部分公司,区县局/营销部线索,胶州市,P3 低优先,P3,S 极难,强卡：硕士/双一流倾向,稽查、客户经理、综合管理,低频查看｜价值:B,"https://jn.bendibao.com/job/202618/83722.shtm
https://minsheng.qingdaonews.com/content/2016-01/12/content_11440997.htm",2,官网优先；需在投递或启用监控前复核入口有效性,false
8e6d6396a77f,40,中国烟草/山东烟草/山东中烟,青岛市烟草专卖局莱西市局（营销部/分公司）,青岛市烟草专卖局莱西市局营销部分公司,区县局/营销部线索,莱西市,P3 低优先,P3,S 极难,强卡：硕士/双一流倾向,稽查、客户经理、综合管理,低频查看｜价值:B,"https://jn.bendibao.com/job/202618/83722.shtm
https://minsheng.qingdaonews.com/content/2016-01/12/content_11440997.htm",2,官网优先；需在投递或启用监控前复核入口有效性,false
c069ef815c0c,41,中国烟草/山东烟草/山东中烟,青岛市烟草专卖局黄岛区局（营销部/分公司）,青岛市烟草专卖局黄岛区局营销部分公司,区县局/营销部线索,西海岸新区/黄岛区,P3 低优先,P3,S 极难,强卡：硕士/双一流倾向,稽查、客户经理、综合管理,低频查看｜价值:B,"https://jn.bendibao.com/job/202618/83722.shtm
https://minsheng.qingdaonews.com/content/2016-01/12/content_11440997.htm",2,官网优先；需在投递或启用监控前复核入口有效性,false
839214918cfb,42,中国电信,中国电信集团系统集成有限责任公司山东分公司,中国电信集团系统集成有限责任公司山东分公司,省级系统集成分公司,山东/青岛公共资源线索,P0 必看,P0,A 较难,中卡：本科起，硕士加分,系统集成、网络安全、软件开发、ICT项目交付；关键词：系统集成、网络安全、数据库、软件开发、服务器存储,优先投递｜价值:S,"https://ideal.51job.com/sddx2022/
https://ggzy.qingdao.gov.cn/PortalQDManage/ShareResources/CorpEmps?corpCode=913701006781330187&corpGuid=a05ff31f-f21e-4185-8e1e-827e853de82c",2,官网优先；需在投递或启用监控前复核入口有效性,true
a84c0d95c80f,43,中国电信,中国电信青岛分公司,中国电信青岛分公司,地市分公司,青岛全市,P0 必看,P0,A 较难,中卡：本科起，硕士加分,网络安全、云网运营、政企支撑、数据安全,优先投递｜投递前核股权｜价值:S,https://www.chinatelecom.com.cn/,1,官网优先；需在投递或启用监控前复核入口有效性,true
17648cf0c10b,44,中国电信,中电信数智科技有限公司山东分公司,中电信数智科技有限公司山东分公司,省级数智分公司,山东/青岛相关,P0 必看,P0,A 较难,中卡：本科起，硕士加分,政企数字化、系统集成、云网安全、信创与安全产品；关键词：网络安全、系统集成、软件开发、解决方案、信创,优先投递｜价值:S,"https://www.chinatelecom.com.cn/ct/zp/165897.html
https://m.liepin.com/company/8042255/",2,官网优先；需在投递或启用监控前复核入口有效性,true
257161c883d4,45,中国电信,中国电信股份有限公司网络安全产品运营中心,中国电信股份有限公司网络安全产品运营中心,安全业务中心/待核,青岛待核,P1 优先,P1,A 较难,中卡：本科起，硕士加分,安全产品运营、数据安全、安全服务、解决方案；关键词：网络安全、数据安全、安全产品、运营,重点跟踪｜投递前核股权｜价值:A,"https://www.chinatelecom.com.cn/zp/
https://m.zhipin.com/companys/9c439c9de048fa4a0H172tS5.html",2,官网优先；需在投递或启用监控前复核入口有效性,true
5b569a667a9d,46,中国电信,天翼云科技有限公司山东/青岛业务线索,天翼云科技有限公司山东青岛业务线索,云科技专业公司/业务线索,山东/青岛待核,P1 优先,P1,A 较难,中卡：本科起，硕士加分,云计算、数据库、系统运营、交付、数据分析,重点跟踪｜投递前核股权｜价值:A,"https://www.chinatelecom.com.cn/ct/zp/155613.html
https://ctyun.hotjob.cn/",2,官网优先；需在投递或启用监控前复核入口有效性,true
6585324f9711,47,中国电建,山东电力建设第三工程有限公司,山东电力建设第三工程有限公司,工程公司/核心驻青主体,青岛,P0 必看,P0,A 较难,中卡：本科起，硕士加分,工程信息化、项目管理、综合管理、安全管理,优先投递｜投递前核股权｜价值:S,https://www.powerchina.cn/,1,官网优先；需在投递或启用监控前复核入口有效性,true
53726e8d47c0,48,中国电建,青岛颐杰鸿利科技有限公司,青岛颐杰鸿利科技有限公司,隐性子公司/科技公司；中国电建下属科技公司,青岛，待核；崂山区,P0 必看,P0,A 较难,中卡：本科起，硕士加分,科技、信息化、项目管理、综合管理；工程信息化、工业自动化、数字孪生、三维数字化、工控；关键词：科技、信息化、项目管理、综合管理；软件开发、工控、数字孪生、EPC信息化、系统集成,优先投递｜投递前核股权｜价值:S,"https://www.zhaopin.com/companydetail/CZ190489520.htm
https://sepco3.powerchina.cn/col16690/art/2024/art_16690_2044768.html",2,官网优先；需在投递或启用监控前复核入口有效性,true
790a2e92e65e,49,中国电建,青岛鸿利软件有限公司,青岛鸿利软件有限公司,颐杰鸿利子公司线索,青岛待核,P1 优先,P1,B 中等,弱中卡：本科起，专业匹配,能源工程软件、系统集成、数字化交付；关键词：软件开发、工程信息化、系统集成,重点跟踪｜投递前核股权｜价值:A,https://www.zhaopin.com/companydetail/CZ190489520.htm,1,官网优先；需在投递或启用监控前复核入口有效性,true
8ec153be9ad4,50,中国电建,中国电建集团核电工程有限公司青岛分公司,中国电建集团核电工程有限公司青岛分公司,分公司,四方区/市北区待核,P3 低优先,P3,C 相对友好,弱卡：技能/经验优先,工程管理、综合管理、安全管理,低频查看｜投递前核股权｜价值:B,https://www.powerchina.cn/,1,官网优先；需在投递或启用监控前复核入口有效性,false
b38d727155a5,51,中国电建,水电三局青岛分公司,水电三局青岛分公司,分公司,青岛,P3 低优先,P3,C 相对友好,弱卡：技能/经验优先,工程管理、综合管理,低频查看｜投递前核股权｜价值:B,https://www.powerchina.cn/,1,官网优先；需在投递或启用监控前复核入口有效性,false
636bef3cd35f,52,中国电科,中国电子科技集团有限公司第四十、四十一研究所青岛业务,中国电子科技集团有限公司第四十、四十一研究所青岛业务,央企研究所/青岛基地,青岛,P0 必看,P0,A 较难,强卡：硕士/双一流倾向,电子测试、自动测试、信息安全测试、量子精密测试；关键词：软件、信息安全、自动测试、量子测试、算法,优先投递｜价值:S,"https://www.gaoxiaojob.com/announcement/detail/369313.html
https://fenbi.com/page/fenxiaozhaokaodetail/4/0/466603060257792",2,官网优先；需在投递或启用监控前复核入口有效性,true
8598b70e91ab,53,中国电科,中电科思仪科技股份有限公司,中电科思仪科技股份有限公司,二级单位/电子测量仪器；中国电科直属二级企业,西海岸新区；青岛,P0 必看,P0,A 较难,中卡：本科起，硕士加分,电子信息、网络安全、研发、信息化、综合管理；电子测量、软件算法、DevOps、通信系统、信息安全测试；关键词：电子信息、网络安全、研发、信息化、综合管理；软件工程、算法、通信、信息安全、DevOps,优先投递｜投递前核股权｜价值:S,"https://www.ceyear.com/
https://www.iguopin.com/company?id=10685375636694712",2,官网优先；需在投递或启用监控前复核入口有效性,true
11fd11b6157b,54,中国电科,青岛杰瑞工控技术有限公司,青岛杰瑞工控技术有限公司,工控技术公司,崂山区,P0 必看,P0,A 较难,中卡：本科起，硕士加分,工控、自动化、信息化、项目管理,优先投递｜投递前核股权｜价值:S,https://www.cssc.net.cn/,1,官网优先；需在投递或启用监控前复核入口有效性,true
0d5a1ed12adc,55,中国电科,中国电科第二十二研究所青岛本部,中国电科第二十二研究所青岛本部,研究所/事业单位体系,城阳区,P1 优先,P1,A 较难,强卡：硕士/双一流倾向,科研、信息化、职能管理,重点跟踪｜投递前核股权｜价值:A,https://www.cetc.com.cn/,1,官网优先；需在投递或启用监控前复核入口有效性,true
dbf1fbcc2c1f,56,中国电科,中电科（青岛）电波技术有限公司,中电科青岛电波技术有限公司,研究所体系子公司,城阳区,P1 优先,P1,A 较难,强卡：硕士/双一流倾向,电子信息、研发、信息化、综合管理,重点跟踪｜投递前核股权｜价值:A,https://www.cetc.com.cn/,1,官网优先；需在投递或启用监控前复核入口有效性,true
80682602864c,57,中国电科,中国电波传播研究所青岛分所/中国电科22所青岛分所,中国电波传播研究所青岛分所中国电科22所青岛分所,央企研究所分所,青岛,P2 可投/跟踪,P2,A 较难,强卡：硕士/双一流倾向,电波环境、通信、信息系统、软件/数据处理；关键词：通信、数据处理、软件、信息系统,可投/跟踪｜价值:A,"https://companyadc.51job.com/companyads/2022/bj/36176916/index.htm
https://m.zhipin.com/companys/c7b229cbfddab0231nBz3dS0FFU~.html",2,官网优先；需在投递或启用监控前复核入口有效性,false
5f514f0b3991,58,中国电科,中电科青岛产业园,中电科青岛产业园,产业园/平台,城阳区,P2 可投/跟踪,P2,A 较难,中卡：本科起，硕士加分,产业运营、招商、信息化,可投/跟踪｜投递前核股权｜价值:B,https://www.cetc.com.cn/,1,官网优先；需在投递或启用监控前复核入口有效性,false
96bd19dd0325,59,中国移动,中国移动山东有限公司青岛分公司,中国移动山东有限公司青岛分公司,地市分公司,青岛全市,P0 必看,P0,A 较难,中卡：本科起，硕士加分,网络安全、云、政企、数据治理、综合管理,优先投递｜投递前核股权｜价值:S,https://www.10086.cn/,1,官网优先；需在投递或启用监控前复核入口有效性,true
5176d03b1a3e,60,中国移动,中国移动通信集团山东有限公司青岛分公司,中国移动通信集团山东有限公司青岛分公司,地市分公司,青岛,P0 必看,P0,A 较难,中卡：本科起，硕士加分,运营商IT/CT/DT、云网、信息安全、数据、解决方案；关键词：IT、CT、DT、信息安全、云网、数据运营,优先投递｜价值:S,"https://career.nankai.edu.cn/company/index/sxid/147/id/14869.html
https://job.10086.cn/",2,官网优先；需在投递或启用监控前复核入口有效性,true
88c5f9f83e67,61,中国移动,中移建设有限公司山东分公司/青岛项目线索,中移建设有限公司山东分公司青岛项目线索,建设类省级分公司/项目线索,山东/青岛待核,P2 可投/跟踪,P2,A 较难,中卡：本科起，硕士加分,通信工程建设、网络建设、项目管理、交付管理；关键词：通信建设、项目交付、工程管理、网络建设,可投/跟踪｜投递前核股权｜价值:B,"https://xyzp.51job.com/gdtt
https://job.10086.cn/",2,官网优先；需在投递或启用监控前复核入口有效性,false
45cecebc42c1,62,中国移动,中移铁通有限公司山东分公司,中移铁通有限公司山东分公司,省级分公司,山东/青岛相关,P2 可投/跟踪,P2,A 较难,中卡：本科起，硕士加分,移动网络维护、家宽装维、集团客户维护、信息化支撑；关键词：网络运维、通信工程、客户维护、项目交付,可投/跟踪｜价值:A,"https://campus.51job.com/tietong
https://www.iguopin.com/company?id=10685308900051460",2,官网优先；需在投递或启用监控前复核入口有效性,false
dd7ed06b5e77,63,中国移动,中移铁通有限公司青岛分公司,中移铁通有限公司青岛分公司,地市分公司/服务中心线索,青岛,P4 备查,P4,A 较难,中卡：本科起，硕士加分,移动宽带装维、网络维护、项目支撑；关键词：网络维护、通信工程、智慧家庭,备查｜价值:B,"https://campus.51job.com/tietong
https://m.zhipin.com/companys/9c51b7207804c4a303R-2t60E1Y~.html",2,官网优先；需在投递或启用监控前复核入口有效性,false
